⚠️ File truncated for preview (showing first 0.5MB of 57.7MB)
────────────────────────────────────────────────────────────

Logging time,File name,Cumulative electric energy (kWh),Electric current (A),Voltage (V),Active power (kW),Reactive power (kVAR),Apparent power (kVA),Power factor (PF),AC frequency (Hz),Phase shift,Number of boards inside equipment,Number of boards produced,Product number information,Production start time,Production end time,C/V (Conveyor speed m/min),Conveyor width (mm),Warp prevention width (mm),Equipment status,Number of alarms,Flow rate (L/min),O2 concentration (ppm),ZONE1 UPPER Temperature (°C),ZONE1 LOWER Temperature (°C),BLOWER1 UPPER Temperature (°C),BLOWER1 LOWER Temperature (°C),ZONE2 UPPER Temperature (°C),ZONE2 LOWER Temperature (°C),BLOWER2 UPPER Temperature (°C),BLOWER2 LOWER Temperature (°C),ZONE3 UPPER Temperature (°C),ZONE3 LOWER Temperature (°C),BLOWER3 UPPER Temperature (°C),BLOWER3 LOWER Temperature (°C),ZONE4 UPPER Temperature (°C),ZONE4 LOWER Temperature (°C),BLOWER4 UPPER Temperature (°C),BLOWER4 LOWER Temperature (°C),ZONE5 UPPER Temperature (°C),ZONE5 LOWER Temperature (°C),BLOWER5 UPPER Temperature (°C),BLOWER5 LOWER Temperature (°C),ZONE6 UPPER Temperature (°C),ZONE6 LOWER Temperature (°C),BLOWER6 UPPER Temperature (°C),BLOWER6 LOWER Temperature (°C),ZONE7 UPPER Temperature (°C),ZONE7 LOWER Temperature (°C),BLOWER7 UPPER Temperature (°C),BLOWER7 LOWER Temperature (°C),ZONE8 UPPER Temperature (°C),ZONE8 LOWER Temperature (°C),BLOWER8 UPPER Temperature (°C),BLOWER8 LOWER Temperature (°C),ZONE9 UPPER Temperature (°C),ZONE9 LOWER Temperature (°C),BLOWER9 UPPER Temperature (°C),BLOWER9 LOWER Temperature (°C),ZONE10 UPPER Temperature (°C),ZONE10 LOWER Temperature (°C),BLOWER10 UPPER Temperature (°C),BLOWER10 LOWER Temperature (°C),COOL1 upper,COOL2 upper
2025-11-26 09:01:40,log_20251126,1.0511111111111113,75.44128030328947,480.0,34.4,11.310089790537528,36.21157454557895,0.9499725,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,11,5.0,103.83925808760918,82.24116447108406,81.68877470824131,87.24174069497211,84.74174069497211,86.25076610804958,84.581691842337,91.2510553418321,88.7510553418321,93.64322503282143,92.39364759029291,98.64258285186621,96.14258285186621,100.124949588796,98.66096308101767,105.1245302234716,102.6245302234716,104.74691230600739,103.1201280379852,109.74802153947697,107.24802153947697,112.05778824233418,111.32362094322565,117.05778268207769,114.55778268207769,121.40113703378516,120.10330202663081,126.40189788913258,123.90189788913258,118.3288659039913,117.51910336861505,123.3293884749315,120.8293884749315,96.01143827234601,95.1254937198777,101.01313181995823,98.51313181995823,74.35882104644455,72.87024389252673,79.3585118843372,76.8585118843372,49.113947065930724,44.85646482446758
2025-11-26 09:01:50,log_20251126,1.146666666666667,75.44176708087404,480.0,34.4,11.310761020456422,36.21178419881954,0.949967,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,12,5.0,104.5437085461033,85.38319997640943,83.60406184411073,90.38395233055007,87.88395233055007,90.01763147153055,89.19393929952149,95.01785167605297,92.51785167605297,97.08217156982238,95.14310280053635,102.08179557202219,99.58179557202219,103.87081688550069,103.30176315067867,108.8705066871753,106.3705066871753,109.4204263748698,108.63492658369516,114.42169913893895,111.92169913893895,117.04325645525728,116.2601936107646,122.043239069646,119.543239069646,127.30168387951775,126.17596048211105,132.302849281897,129.802849281897,123.4581494858476,122.74188015529721,128.45851300508983,125.95851300508981,100.66893558860546,98.82492189760436,105.67034940362622,103.17034940362622,77.06987800429553,75.23846402578347,82.06954919836,79.56954919836,48.48303422606702,46.34990351288842
2025-11-26 09:02:00,log_20251126,1.2422222222222226,75.44229357127993,480.0,34.4,11.311493239145232,36.21201291421437,0.949961,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,13,5.0,97.02685821872643,87.89193135964643,86.334091984054,92.89293340483832,90.39293340483832,94.16614292672507,92.54232824504112,99.1661913303691,96.6661913303691,101.19832039022535,100.39241653791449,106.19792653659856,103.69792653659856,107.26183672779047,105.88607618247812,112.2617265887864,109.7617265887864,114.3871647253409,112.52194297461945,119.38843611406516,116.88843611406516,121.71562928683224,121.11231390085157,126.7157115341794,124.2157115341794,132.43558604649644,131.13821770433157,137.43651595146144,134.93651595146144,129.0259160029117,128.4706777808118,134.02647283284088,131.52647283284088,104.6574693614568,104.15743641783925,109.65866751856132,107.15866751856132,79.91019105133475,78.80544985836023,84.90984073217369,82.40984073217369,51.83513842697707,44.67757529068868
2025-11-26 09:02:10,log_20251126,1.3377777777777782,75.44285977601206,480.0,34.4,11.312286438229522,36.21226069248579,0.9499545,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,14,5.0,101.1678135497269,90.78792824810698,89.93602223303203,95.7887534397168,93.2887534397168,97.65976412123756,97.13790126317772,102.65949734198347,100.15949734198347,104.99247521607015,104.35899863062083,109.99181376449101,107.49181376449101,111.31892801091755,109.85994963039562,116.3190235116715,113.8190235116715,118.57412481950881,117.66287720478816,123.5751663271954,121.0751663271954,126.79836295046687,125.7507798087981,131.7982379308629,129.2982379308629,137.69569959340745,136.47939341769964,142.69661893412533,140.19661893412533,133.75091143148208,131.96959050423945,138.75155044425128,136.25155044425128,108.79990659433628,106.8060557154123,113.80111558806712,111.30111558806712,82.15235461787509,80.75550206466848,87.15220849258257,84.65220849258257,47.773460252124835,45.96462975121413
2025-11-26 09:02:20,log_20251126,1.4333333333333338,75.44346569670077,480.0,34.4,11.313140608640209,36.212527534416374,0.9499475000000001,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,15,5.0,110.17746153371772,93.75151530655185,92.40113355312513,98.75231873621048,96.25231873621048,100.60616699612204,99.68329790914217,105.60569961985776,103.10569961985776,108.01834009640828,106.57525669064174,113.01765548654997,110.51765548654997,115.05819394789054,114.26997618575494,120.05836294362153,117.55836294362153,123.00184803359008,122.37244262356242,128.0034542971709,125.5034542971709,131.15964258376385,129.95399325568448,136.15960070419925,133.65960070419925,142.4540830123518,141.20239692257488,147.45453977435486,144.95453977435486,138.57631612256756,137.49621700316158,143.57690331715162,141.07690331715162,112.50568077541725,111.24668838609092,117.50695548418119,115.00695548418119,84.51948722720836,83.41910192489074,89.51978627012262,87.01978627012262,49.10439494102277,42.36551131402852
2025-11-26 09:02:30,log_20251126,1.5288888888888894,75.44411133510187,480.0,34.4,11.314055740614242,36.21281344084889,0.94994,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,16,5.0,99.7090377946623,96.35020472080028,95.46221369573435,101.35087140913525,98.85087140913525,103.22585084479417,102.23873895108093,108.22550339331363,105.72550339331363,111.48978140944705,110.75471937291854,116.4893109367355,113.9893109367355,118.91268762398056,118.38870450254014,123.91323326544872,121.41323326544872,126.77339422969199,125.04221303487557,131.77491075028732,129.27491075028732,134.89551023264144,132.91023209179303,139.89525305787467,137.39525305787467,147.0996281357048,146.54132610679534,152.100116871269,149.600116871269,143.6270375846074,141.64482003251322,148.6275156174158,146.1275156174158,115.88882588760357,114.60040910527111,120.8903825195394,118.3903825195394,86.66361700060904,85.46971961715049,91.66394127100527,89.16394127100527,50.09444127287557,44.654525516952745
2025-11-26 09:02:40,log_20251126,1.624444444444445,75.44479669309663,480.0,34.4,11.31503182369564,36.21311841268638,0.949932,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,17,5.0,88.22777223808541,98.93963026388386,97.74186425531998,103.94041602669584,101.44041602669584,105.65170574304521,104.86326730771962,110.65108696176918,108.15108696176918,114.45105371195243,112.89993165556027,119.45065148000693,116.95065148000693,122.20289717084268,120.95764382251721,127.20383653694583,124.70383653694583,130.60189924499167,129.99875098727873,135.60383875771402,133.10383875771402,138.37538324393822,137.33640147437802,143.37521167319002,140.87521167319002,151.86774927492576,150.34064010181325,156.86836917430918,154.36836917430918,147.67125615427787,147.16589431234348,152.671643799308,150.171643799308,118.95518242147345,118.16965215999376,123.95667316311531,121.45667316311531,88.98512975762569,87.85567519881455,93.98554474688108,91.48554474688108,50.7099064301082,43.42024384915396
2025-11-26 09:02:50,log_20251126,1.7200000000000006,75.44552177269188,480.0,34.4,11.316068846736208,36.213442450892096,0.9499235,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,18,5.0,96.27709503513374,101.37855044764989,99.92500248701356,106.37936991952745,103.87936991952745,108.10917747764972,107.17216313707631,113.108316488496,110.608316488496,117.17951215121487,115.56795060630967,122.1790810534141,119.6790810534141,125.58690090281176,123.93835544963038,130.58823138203516,128.08823138203516,133.9531624475092,132.86982660410777,138.95477343056368,136.45477343056368,142.15753316580168,140.4412604458713,147.15784108254215,144.65784108254215,155.9434928766821,154.12979203508823,160.9440046219615,158.4440046219615,151.8279764077796,151.1307278730655,156.82833590643358,154.32833590643358,122.46687415046893,120.65903844760055,127.46805257025277,124.96805257025277,91.0412891897865,89.04144504967296,96.04146139770425,93.54146139770425,50.82302771904331,45.997812340737894
2025-11-26 09:03:00,log_20251126,1.8155555555555563,75.44628657601992,480.0,34.4,11.317166797896533,36.213785556489555,0.9499145,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,19,5.0,95.14155571946517,103.70030467302928,102.0638582393885,108.70068073935856,106.20068073935856,110.52309891697566,108.68701342213399,115.5222813866572,113.0222813866572,119.97446672562363,118.23292758614343,124.97394636013937,122.47394636013937,128.65578522148022,127.99728742706546,133.65686341040816,131.15686341040816,137.53090671003906,135.95071301942255,142.53285834197396,140.03285834197396,145.7387805192385,145.22421651376723,150.73920290561034,148.23920290561034,160.41328107290076,159.14455135727925,165.41412048366334,162.91412048366334,155.4464718072117,153.62470826153742,160.4470687902234,157.9470687902234,124.88096776517217,123.81986791507131,129.88192366500343,127.38192366500346,92.66290905466185,91.2647124136274,97.66330549458385,95.16330549458385,48.38396765521265,44.47016830688235
2025-11-26 09:03:10,log_20251126,1.9111111111111119,75.4470911053386,480.0,34.4,11.31832566464702,36.21414773056253,0.949905,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,20,5.0,100.13841405599031,105.79118143445588,104.72672849051501,110.79166005625913,108.29166005625913,113.0926047582747,112.53040475747248,118.0916231097074,115.5916231097074,122.78280520587647,120.84052244496256,127.78246073167108,125.28246073167108,130.8409785020317,129.93266345718317,135.84196046436037,133.34196046436037,140.41961936489378,139.2656241948949,145.42171243490287,142.92171243490287,148.919209465066,147.8209072124039,153.91960328975503,151.41960328975503,164.35714558147322,163.42329921579898,169.35801093530446,166.85801093530446,159.35641761710687,157.96032786898297,164.35696424955947,161.85696424955947,128.52325086732003,126.71982855221792,133.52466001047625,131.02466001047625,94.52797182423635,93.7955763804203,99.52829147184785,97.02829147184785,49.3310799060907,45.20661539603661
2025-11-26 09:03:20,log_20251126,2.0066666666666673,75.44793536303135,480.0,34.4,11.319545433768901,36.214528974255046,0.949895,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,21,5.0,94.75732768694326,107.8390121812267,106.49489943555982,112.83991564838827,110.33991564838827,115.38300100357952,113.70324798766451,120.38229578404614,117.88229578404614,125.28942730132931,124.29021515164318,130.2891618146682,127.7891618146682,133.16996999358994,131.56940213669188,138.17111585639879,135.67111585639879,143.2800598476156,141.80299390463085,148.28205768486643,145.78205768486643,151.87876646731658,151.2998769023583,156.87922272906127,154.37922272906127,167.62937843512168,165.79562901344514,172.63034699939635,170.13034699939635,162.2372631409503,160.8479002392637,167.23781151120383,164.73781151120383,130.73750554821046,129.82546689500327,135.73885094285893,133.23885094285893,96.42254172241425,95.3197070586059,101.42285307733742,98.92285307733742,49.19541752687685,44.350558300436916
2025-11-26 09:03:30,log_20251126,2.1022222222222227,75.44881935160714,480.0,34.4,11.320826091355448,36.21492928877142,0.9498845,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,22,5.0,94.95056103739867,109.57553402306235,109.0555424351163,114.57648479385526,112.07648479385526,117.67329365277492,115.98955969845765,122.67255836947582,120.17255836947582,127.7798177575722,125.79609037010945,132.77954806643567,130.27954806643567,135.8535211605703,134.8104997766403,140.85489608445206,138.35489608445206,146.36262609935423,145.69353512060454,151.36463400831443,148.86463400831443,155.1532083238936,153.71616472466332,160.15420414578392,157.65420414578392,170.78597623419176,170.09791613550598,175.78691705159946,173.28691705159946,165.68629406044275,164.04086881738326,170.6865104027435,168.1865104027435,133.32510119175063,132.33039329082928,138.32667547384617,135.82667547384617,98.38409831100768,97.56239329285435,103.38418766975637,100.88418766975637,51.407814002091506,44.41092394686347
2025-11-26 09:03:40,log_20251126,2.197777777777778,75.4497430737005,480.0,34.4,11.32216762281306,36.21534867537625,0.9498735,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,23,5.0,91.86110629271934,111.68634565462635,110.93379218979959,116.68684992026853,114.18684992026853,119.68701549564811,117.71571657827141,124.6861330443725,122.1861330443725,130.0354931909114,128.25638915092614,135.0352543658323,132.5352543658323,138.19542057696253,136.67950850073,143.19695940883713,140.69695940883713,148.88885954581622,148.16696329581166,153.89086570609015,151.39086570609015,158.03735733595997,157.0055125541693,163.0381371069412,160.5381371069412,174.02448359090462,172.54716274191944,179.02554649066514,176.52554649066514,168.68551876915419,166.80480491079965,173.68583896220755,171.18583896220755,135.5029544243452,133.60599719078755,140.5047220578111,138.0047220578111,99.64452072007609,97.85427938707655,104.64466291618685,102.14466291618685,49.878099196830405,43.95119339744645
2025-11-26 09:03:50,log_20251126,2.2933333333333334,75.45070653207166,480.0,34.4,11.323570012862493,36.2157871353944,0.949862,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,24,5.0,99.02009705866237,113.13245370607625,111.16476010829282,118.13278881098374,115.63278881098374,121.75733566506699,119.8334571351839,126.756932426323,124.256932426323,132.55237525976008,131.91277685939494,137.55180692405082,135.05180692405082,140.86357195237665,139.02014803370386,145.8649034664963,143.3649034664963,151.13723829245959,149.84149793049554,156.13934609611348,153.63934609611348,160.93143007922663,159.74054594670665,165.93254116274983,163.43254116274983,177.40700108492285,175.78327162910438,182.40795045538522,179.90795045538522,171.89719890201644,169.98348162424185,176.89751713528796,174.39751713528796,137.32963862873262,136.15795045673912,142.33181704357787,139.83181704357787,101.34341133349514,100.74158414505537,106.34322427582758,103.84322427582758,49.76668871191531,43.89931848406327
2025-11-26 09:04:00,log_20251126,2.388888888888889,75.45170972960642,480.0,34.4,11.325033245540283,36.21624467021108,0.94985,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,25,5.0,104.17744751446034,114.45908449017087,113.57855508607739,119.46000637185625,116.96000637185625,123.75934751422302,122.37155287340494,128.75908291776443,126.25908291776443,133.92433798500815,132.38625542037522,138.92342691971098,136.42342691971098,143.05213246925933,141.9175131584318,148.05359543868724,145.55359543868724,153.0673211898071,151.76436402868393,158.06988297569103,155.56988297569103,163.2540934298418,161.3509253225076,168.25531340507268,165.75531340507268,180.50560372294868,178.88682198870669,185.50640653327574,183.00640653327574,174.45944987303912,173.32377580364005,179.45985680054915,176.95985680054915,139.62293780819635,138.11195211674834,144.6243941845039,142.1243941845039,102.36302777105672,100.92696345926201,107.36306891707831,104.86306891707831,49.01956411916655,45.18820395525515
2025-11-26 09:04:10,log_20251126,2.4844444444444442,75.45275266931623,480.0,34.4,11.326557304199955,36.216721281271795,0.9498375,60.0,0.0,5,5,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,26,5.0,106.53031127788589,116.52459892837777,115.533574391922,121.5254909200024,119.0254909200024,125.59597683052128,124.82382331738981,130.59517761281094,128.09517761281094,136.23825860239413,135.28727534988073,141.23746662111287,138.73746662111287,145.37666524792883,144.71749383378918,150.3779879236623,147.8779879236623,155.88929448716942,155.15577544833383,160.891948375164,158.391948375164,165.8874374286664,164.50974223359594,170.8888063619458,168.3888063619458,183.07290130703922,181.28966589164492,188.07390433234855,185.57390433234855,177.32684481594822,175.75809824884698,182.32745695734602,179.82745695734602,141.65827531388027,140.77319813225176,146.6599771982453,144.1599771982453,103.79925822517228,102.71840223011363,108.79912054103052,106.29912054103052,50.267378878444624,44.78653746304959
